%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM4 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm4_class_release6

@attribute 'Class Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Coupling Between Objects' numeric
@attribute 'Fan In' numeric
@attribute 'Number of Children' numeric
@attribute 'Percentage of Pub Data' numeric
@attribute 'Response for Class' numeric
@attribute 'Weighted Methods' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
2,140,1.8,0.2,111,101,5.23,56,29,732,480,529,73,13,50,1009,0.02,2,0.11,0.04,0.21,13,12,0,0,13,13,FALSE
18,220,1.92,0.42,113,117,5.82,61,94,1280,1251,990,295,26,50,2241,0.02,2.5,0.14,0.05,0.43,17,64,0,75,41,41,FALSE
62,17,2,0.56,7,6,5.29,3,10,90,69,52,42,11,9.09,121,0.11,1.73,0.1,0.19,0.59,2,2,0,0,3,3,FALSE
68,156,1.89,0.25,114,115,5.13,61,40,800,663,615,148,18,50,1278,0.02,2,0.11,0.04,0.26,8,16,0,75,17,17,FALSE
88,12,0,1,0,0,2.25,0,12,27,5,4,3,3,2.5,9,0.4,0.78,0.04,0.31,1,0,0,0,0,2,2,FALSE
95,55,2.05,0.26,38,45,6.6,22,15,363,586,530,169,17,33.33,1116,0.03,2.33,0.13,0.07,0.27,4,5,0,0,6,6,FALSE
104,19,1.67,0.61,7,5,5.79,3,12,110,70,63,33,12,12.5,133,0.08,1.62,0.09,0.13,0.63,3,3,0,0,4,4,FALSE
111,110,1.75,0.35,74,77,4.58,44,39,504,436,417,123,23,50,853,0.02,2,0.11,0.04,0.35,21,10,0,0,12,12,FALSE
126,53,1.71,0.42,30,24,6.04,14,23,320,227,189,69,14,25,416,0.04,2,0.11,0.08,0.43,7,5,0,0,7,7,FALSE
136,47,1.88,0.43,28,30,4.47,16,21,210,175,178,47,16,33.33,353,0.03,1.67,0.09,0.05,0.45,8,5,0,0,7,7,FALSE
146,14,2,0.69,4,4,6.29,2,10,88,71,71,41,15,12.5,142,0.08,1.75,0.1,0.14,0.71,4,3,0,0,3,3,FALSE
152,34,1.54,0.3,23,20,5.09,13,11,173,128,117,46,14,20,245,0.05,1.8,0.1,0.09,0.32,2,3,0,0,4,4,FALSE
159,109,1.6,0.48,58,72,3.5,45,53,381,421,368,119,22,33.33,789,0.03,2,0.11,0.06,0.49,21,13,0,83.33,17,17,FALSE
179,75,2.03,0.47,39,63,4.65,31,36,349,361,359,62,18,50,720,0.02,2,0.11,0.04,0.48,31,10,0,0,14,14,FALSE
199,35,0,1,0,0,2.17,0,35,76,23,45,13,3,2.63,68,0.38,1.21,0.07,0.46,1,11,0,0,0,16,16,FALSE
222,81,2,0.92,6,12,2.93,6,75,237,149,170,66,11,12.5,319,0.08,1.88,0.1,0.15,0.93,37,0,0,0,36,36,FALSE
265,50,2,0.94,3,6,2.8,3,47,140,126,129,42,7,10,255,0.1,1.7,0.09,0.17,0.94,15,0,0,0,22,22,FALSE
294,21,0,1,0,0,1.9,0,21,40,20,20,13,4,3.12,40,0.32,1.22,0.07,0.39,1,4,0,0,0,9,9,FALSE
310,16,0,1,0,0,2.12,0,16,34,8,8,7,3,1.72,16,0.58,1,0.06,0.58,1,2,0,0,0,7,7,FALSE
324,35,0,1,0,0,2.43,0,35,85,39,39,21,3,2.78,78,0.36,1.39,0.08,0.5,1,9,0,0,0,16,16,FALSE
347,21,0,1,0,0,2.05,0,21,43,15,17,9,3,2.5,32,0.4,1.08,0.06,0.43,1,4,0,0,0,9,9,FALSE
363,21,0,1,0,0,2.14,0,21,45,13,15,8,3,2.44,28,0.41,1.05,0.06,0.43,1,4,0,0,0,9,9,FALSE
379,48,2,0.53,19,32,4.27,16,26,205,129,132,29,16,33.33,261,0.03,1.67,0.09,0.05,0.54,6,0,0,0,10,10,FALSE
396,17,0,1,0,0,1.94,0,17,33,8,9,7,3,1.72,17,0.58,1,0.06,0.58,1,2,0,0,0,7,7,FALSE
410,37,0,1,0,0,2.51,0,37,93,45,49,18,3,3.7,94,0.27,1.33,0.07,0.36,1,12,0,0,0,17,17,FALSE
434,31,0,1,0,0,2.45,0,31,76,35,37,14,3,3.7,72,0.27,1.22,0.07,0.33,1,9,0,0,0,14,14,FALSE
