%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM4 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm4_method_release1

@attribute 'File Id' numeric
@attribute 'Method Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Formal Parameters' numeric
@attribute 'Call Pair Length' numeric
@attribute Defected?(false/true) {FALSE,TRUE}

@data
9695,9697,2,2,0,1,2,3,1,1,6,5,4,3,4,3.33,9,0.3,0.83,0.05,0.25,0.5,0,0,FALSE
9695,9698,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
9695,9699,1,0,0,0,0,7,0,1,7,3,6,3,3,1.49,9,0.67,0.77,0.04,0.52,1,0,2,FALSE
9695,9700,11,1.8,0,10,9,7.18,5,1,79,43,47,15,13,20,90,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9701,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9702,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9703,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9704,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9705,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9706,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9707,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9708,11,1.8,0,10,9,7.18,5,1,79,43,46,15,13,20,89,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9709,11,1.8,0,10,9,7.36,5,1,81,48,47,17,13,20,95,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9695,9710,11,1.8,0,10,9,7.36,5,1,81,48,47,17,13,20,95,0.05,1.4,0.08,0.07,0.09,0,1,FALSE
9711,9713,2,2,0,1,2,3,1,1,6,5,4,3,4,3.33,9,0.3,0.83,0.05,0.25,0.5,0,0,FALSE
9711,9714,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
9711,9715,1,0,0,0,0,7,0,1,7,3,6,3,3,1.49,9,0.67,0.77,0.04,0.52,1,0,2,FALSE
9711,9716,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9717,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9718,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9719,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9720,15,1.44,0,14,13,6.8,9,1,102,90,83,49,16,14.29,173,0.07,1.86,0.1,0.13,0.07,3,8,FALSE
9711,9721,15,1.44,0,14,13,7.13,9,1,107,97,85,54,16,14.29,182,0.07,1.86,0.1,0.13,0.07,3,10,FALSE
9711,9722,10,2,0,9,8,6.6,4,1,66,43,46,19,11,12.5,89,0.08,1.5,0.08,0.12,0.1,2,1,FALSE
9711,9723,10,1.75,0,9,7,7.4,4,1,74,56,56,31,11,10,112,0.1,1.6,0.09,0.16,0.1,1,8,FALSE
9711,9724,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9725,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9726,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9727,1,0,0,0,0,5,0,1,5,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9728,1,0,0,0,0,4,0,1,4,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9729,1,0,0,0,0,4,0,1,4,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9730,1,0,0,0,0,20,0,1,20,4,2,4,2,1,6,1,0.78,0.04,0.78,1,1,1,FALSE
9711,9731,32,2.5,0.03,20,35,3.66,14,2,117,141,166,58,19,25,307,0.04,2,0.11,0.08,0.06,3,16,FALSE
9711,9732,11,2,0,10,12,5.82,6,1,64,56,52,23,11,14.29,108,0.07,1.57,0.09,0.11,0.09,1,1,FALSE
9711,9733,9,2,0,8,8,6.33,4,1,57,46,44,22,11,11.11,90,0.09,1.56,0.09,0.14,0.11,1,1,FALSE
9711,9734,9,2.67,0,7,8,5.78,3,1,52,40,44,20,13,12.5,84,0.08,1.5,0.08,0.12,0.11,1,3,FALSE
9711,9735,7,2,0,6,4,6.43,2,1,45,29,33,15,10,10,62,0.1,1.4,0.08,0.14,0.14,1,1,FALSE
9711,9736,10,2,0,9,10,11,5,1,110,88,62,48,11,10,150,0.1,1.8,0.1,0.18,0.1,1,14,FALSE
9711,9737,8,2,0,7,6,9.38,3,1,75,103,116,51,9,9.09,219,0.11,1.82,0.1,0.2,0.12,2,12,FALSE
9711,9738,7,2,0,6,4,9,2,1,63,33,29,19,9,7.69,62,0.13,1.46,0.08,0.19,0.14,1,1,FALSE
9711,9739,11,1.8,0,10,9,7.55,5,1,83,67,61,35,13,12.5,128,0.08,1.62,0.09,0.13,0.09,1,10,FALSE
9711,9740,12,1.83,0,11,11,6.25,6,1,75,57,58,21,13,16.67,115,0.06,1.5,0.08,0.09,0.08,1,4,FALSE
9711,9741,10,1.75,0,9,7,6.2,4,1,62,38,47,15,10,12.5,85,0.08,1.38,0.08,0.11,0.1,1,1,FALSE
9711,9742,16,2.25,0,13,18,5.5,8,1,88,85,90,35,22,25,175,0.04,1.75,0.1,0.07,0.06,2,2,FALSE
9711,9743,11,1.8,0,10,9,7,5,1,77,54,58,24,14,16.67,112,0.06,1.5,0.08,0.09,0.09,1,1,FALSE
9711,13910,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
9744,9746,2,2,0,1,2,3,1,1,6,5,4,3,4,3.33,9,0.3,0.83,0.05,0.25,0.5,0,0,FALSE
9744,9747,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
9744,9748,1,0,0,0,0,7,0,1,7,3,6,3,3,1.49,9,0.67,0.77,0.04,0.52,1,0,2,FALSE
9744,9749,14,1.5,0,13,12,5.29,8,1,74,77,78,28,14,20,155,0.05,1.6,0.09,0.08,0.07,1,5,FALSE
9744,9750,8,2,0,7,6,6.12,3,1,49,45,43,22,9,9.09,88,0.11,1.45,0.08,0.16,0.12,2,1,FALSE
9744,9751,7,2,0,6,4,7.71,2,1,54,46,37,28,9,7.14,83,0.14,1.57,0.09,0.22,0.14,3,1,FALSE
9744,9752,9,2.33,0,7,7,6.44,3,1,58,57,50,31,11,10,107,0.1,1.6,0.09,0.16,0.11,3,2,FALSE
9744,9753,11,2,0,10,12,5.82,6,1,64,56,52,22,11,14.29,108,0.07,1.57,0.09,0.11,0.09,1,1,FALSE
9744,9754,9,2,0,8,8,8.78,4,1,79,74,58,37,12,12.5,132,0.08,1.75,0.1,0.14,0.11,1,12,FALSE
9744,9755,13,1.86,0,12,13,5.62,7,1,73,59,60,21,13,20,119,0.05,1.6,0.09,0.08,0.08,2,3,FALSE
9744,9756,15,1.89,0,14,17,5.53,9,1,83,69,68,24,13,20,137,0.05,1.6,0.09,0.08,0.07,2,3,FALSE
9744,9757,13,2,0,11,12,5.92,6,1,77,71,68,25,15,20,139,0.05,1.6,0.09,0.08,0.08,2,1,FALSE
9744,9758,1,0,0,0,0,3,0,1,3,5,1,5,1,0.5,6,2,0.78,0.04,1.56,1,3,1,FALSE
9744,9759,1,0,0,0,0,3,0,1,3,5,1,5,1,0.5,6,2,0.78,0.04,1.56,1,3,1,FALSE
9744,9760,1,0,0,0,0,4,0,1,4,8,3,8,2,1,11,1,1,0.06,1,1,3,2,FALSE
9744,9761,8,2,0,7,6,6.38,3,1,51,55,51,26,9,9.09,106,0.11,1.55,0.09,0.17,0.12,4,1,FALSE
9744,9762,11,1.8,0,10,9,6.64,5,1,73,56,57,25,13,14.29,113,0.07,1.57,0.09,0.11,0.09,1,3,FALSE
