%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM1 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm1_class_release4

@attribute 'Class Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Coupling Between Objects' numeric
@attribute 'Fan In' numeric
@attribute 'Number of Children' numeric
@attribute 'Percentage of Pub Data' numeric
@attribute 'Response for Class' numeric
@attribute 'Weighted Methods' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
2,42,2.6,0.66,10,26,2.48,10,28,104,106,108,33,11,16.67,214,0.06,1.67,0.09,0.1,0.67,2,2,14,75,12,12,FALSE
19,74,2.11,0.66,20,38,4.35,18,49,322,377,354,97,22,50,731,0.02,2,0.11,0.04,0.66,3,0,2,33.33,23,23,FALSE
45,219,1.96,0.33,118,221,3.85,113,73,844,1720,1530,189,25,100,3250,0.01,2,0.11,0.02,0.33,1,0,0,0,32,32,FALSE
80,207,2.36,0.38,89,203,3.35,86,79,693,1844,1614,248,22,100,3458,0.01,2,0.11,0.02,0.38,0,0,0,0,35,35,FALSE
126,42,3,0.76,7,18,1.76,6,32,74,63,57,30,16,16.67,120,0.06,1.67,0.09,0.1,0.76,0,11,2,0,4,4,FALSE
136,4,0,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,2,2,FALSE
140,96,1.59,0.42,57,59,3.86,37,41,371,282,287,85,25,50,569,0.02,2,0.11,0.04,0.43,4,21,0,30.77,8,8,FALSE
197,12,3,0.82,2,6,2.92,2,10,35,23,22,13,11,10,45,0.1,1.4,0.08,0.14,0.83,0,0,0,0,3,3,FALSE
158,34,2.6,0.67,8,13,3.38,5,23,115,63,73,29,17,20,136,0.05,1.6,0.09,0.08,0.68,2,0,1,0,10,10,FALSE
171,49,0,1,0,0,2.43,0,49,119,25,26,7,3,5.26,51,0.19,1,0.06,0.19,1,0,0,0,0,24,24,FALSE
204,336,1.57,0.41,193,195,7.13,124,139,2397,1563,1209,277,18,50,2772,0.02,2.5,0.14,0.05,0.41,29,0,0,0,68,68,FALSE
275,55,1,0.85,8,3,3.78,3,47,208,157,113,48,9,14.29,270,0.07,1.71,0.1,0.12,0.85,3,0,0,0,22,22,FALSE
299,445,2.21,0.16,334,670,5.93,303,72,2637,2870,2180,540,17,50,5050,0.02,2.5,0.14,0.05,0.16,55,1,0,0,31,31,FALSE
333,157,2.55,0.12,108,255,6.02,100,20,945,892,723,151,17,50,1615,0.02,2,0.11,0.04,0.13,22,1,0,0,8,8,FALSE
344,24,2,0.61,8,10,3.42,5,15,82,113,76,54,12,12.5,189,0.08,1.88,0.1,0.15,0.62,2,0,0,0,4,4,FALSE
351,150,2.74,0.48,59,118,4.12,43,73,618,491,470,155,18,25,961,0.04,2.25,0.12,0.09,0.49,12,0,12,75,26,26,FALSE
380,586,2.33,0.1,444,985,3.7,422,57,2169,3560,2766,469,18,100,6326,0.01,3,0.17,0.03,0.1,122,3,0,0,24,24,FALSE
407,12,1,0.73,3,1,6.83,1,9,82,94,67,59,9,7.14,161,0.14,1.86,0.1,0.26,0.75,2,0,0,0,2,2,FALSE
411,1835,2.64,0.13,1205,2770,6.02,1048,243,11048,11455,9363,1352,26,100,20818,0.01,3,0.17,0.03,0.13,116,3,0,0,115,115,FALSE
529,15,0,0.71,4,0,9.47,0,11,142,83,52,36,7,8.33,135,0.12,1.67,0.09,0.2,0.73,0,0,0,0,4,4,FALSE
535,157,1.97,0.17,127,217,6.76,110,27,1062,745,550,153,15,33.33,1295,0.03,2.33,0.13,0.07,0.17,17,0,0,0,11,11,FALSE
549,9,1.5,0.62,3,3,5.22,2,6,47,45,35,37,11,6.67,80,0.15,1.67,0.09,0.25,0.67,1,0,0,0,1,1,FALSE
553,82,2.93,0.41,33,79,4.67,27,34,383,484,392,98,16,33.33,876,0.03,2,0.11,0.06,0.41,4,0,0,0,15,15,FALSE
593,236,2.52,0.22,134,308,4.76,122,53,1123,1429,1337,254,22,50,2766,0.02,2.5,0.14,0.05,0.22,17,6,0,0,24,24,FALSE
620,174,3.12,0.28,81,212,5.89,68,49,1025,1223,1132,221,24,50,2355,0.02,2.5,0.14,0.05,0.28,15,5,0,0,21,21,FALSE
644,191,2.09,0.56,78,92,6.84,44,107,1307,914,744,269,22,33.33,1658,0.03,2.33,0.13,0.07,0.56,8,2,2,33.33,45,45,FALSE
