%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM3 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm3_package_release1

@attribute 'Package Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute Defected?(false/true) {FALSE,TRUE}

@data
7623,250,3.69,0.63,49,155,3.23,42,157,807,622,536,129,23,50,1158,0.02,2,0.11,0.04,0.63,FALSE
7698,11,0,1,0,0,7,0,11,77,5,7,3,3,2.5,12,0.4,0.78,0.04,0.31,1,FALSE
7713,73,1.92,0.61,28,50,4.79,26,45,350,243,263,79,20,33.33,506,0.03,2,0.11,0.06,0.62,FALSE
7740,1495,1.92,0.84,199,340,3.48,177,1262,5198,3625,3048,894,29,50,6673,0.02,3,0.17,0.06,0.84,FALSE
7747,112,1.71,0.6,41,70,4.79,41,68,537,422,363,71,15,50,785,0.02,2,0.11,0.04,0.61,FALSE
7792,91,1.62,0.78,16,21,3.64,13,71,331,247,229,108,22,25,476,0.04,2,0.11,0.08,0.78,FALSE
7824,464,1.64,0.66,135,202,3.24,123,305,1502,1517,1266,277,23,50,2783,0.02,2.5,0.14,0.05,0.66,FALSE
7951,739,2.18,0.62,198,422,3.5,194,461,2588,2820,2405,745,26,50,5225,0.02,3,0.17,0.06,0.62,FALSE
8156,699,2.21,0.64,179,384,3.52,174,445,2463,2533,2163,690,25,50,4696,0.02,3,0.17,0.06,0.64,FALSE
8353,171,1.83,0.51,76,128,4.21,70,87,720,691,640,180,21,50,1331,0.02,2.5,0.14,0.05,0.51,FALSE
8393,223,1.82,0.91,22,40,3.56,22,202,793,424,375,155,17,25,799,0.04,2.25,0.12,0.09,0.91,FALSE
8482,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FALSE
8540,34,2.33,0.7,8,14,5.15,6,24,175,82,93,41,16,16.67,175,0.06,1.83,0.1,0.11,0.71,FALSE
8555,507,1.76,0.79,89,139,3.05,79,401,1544,1311,1118,440,29,50,2429,0.02,2.5,0.14,0.05,0.79,FALSE
8723,104,1.55,0.56,41,59,4.46,38,59,464,546,395,153,21,33.33,941,0.03,2.33,0.13,0.07,0.57,FALSE
9046,324,2,0.8,59,98,5.21,49,258,1687,941,815,265,23,50,1756,0.02,2.5,0.14,0.05,0.8,FALSE
9166,465,1.86,0.76,87,141,3.06,76,355,1424,1517,1330,332,24,50,2847,0.02,2.5,0.14,0.05,0.76,FALSE
9326,133,1.96,0.51,57,90,5.29,46,68,703,638,501,206,21,33.33,1139,0.03,2.33,0.13,0.07,0.51,FALSE
9360,50,1.2,0.78,11,12,4.56,10,39,228,143,114,76,12,11.11,257,0.09,2,0.11,0.18,0.78,FALSE
9380,80,1.89,0.59,31,36,3.76,19,48,301,262,244,82,20,33.33,506,0.03,2,0.11,0.06,0.6,FALSE
9404,14,0,1,0,0,5.29,0,14,74,12,14,10,4,2.38,26,0.42,1.14,0.06,0.48,1,FALSE
9415,301,1.84,0.74,74,112,3.71,61,223,1118,988,927,244,24,50,1915,0.02,2.5,0.14,0.05,0.74,FALSE
9506,1092,1.72,0.71,291,434,4.15,253,771,4534,4093,3510,925,29,50,7603,0.02,3,0.17,0.06,0.71,FALSE
9864,46,2.31,0.56,15,30,4.89,13,26,225,210,205,72,22,33.33,415,0.03,2,0.11,0.06,0.57,FALSE
9878,607,2.21,0.7,130,283,3.19,128,428,1939,1825,1650,495,22,50,3475,0.02,2.5,0.14,0.05,0.71,FALSE
10072,108,2.12,0.74,25,34,3.97,16,80,429,433,377,180,23,25,810,0.04,2.25,0.12,0.09,0.74,FALSE
10264,190,2.05,0.67,51,86,3.98,42,128,757,538,506,172,19,33.33,1044,0.03,2.33,0.13,0.07,0.67,FALSE
10326,96,1.88,0.77,19,32,3.03,17,74,291,226,192,113,22,20,418,0.05,2.2,0.12,0.11,0.77,FALSE
