%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM5 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm5_class_release3

@attribute 'Class Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Coupling Between Objects' numeric
@attribute 'Fan In' numeric
@attribute 'Number of Children' numeric
@attribute 'Percentage of Pub Data' numeric
@attribute 'Response for Class' numeric
@attribute 'Weighted Methods' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
39516,41,3,0.68,8,24,2.8,8,28,115,81,73,23,16,25,154,0.04,1.5,0.08,0.06,0.68,1,3,0,0,9,9,FALSE
39529,41,3,0.68,8,24,2.8,8,28,115,81,73,21,16,33.33,154,0.03,1.67,0.09,0.05,0.68,2,1,0,0,9,9,FALSE
39542,41,3,0.68,8,24,2.8,8,28,115,81,73,21,16,33.33,154,0.03,1.67,0.09,0.05,0.68,2,1,0,0,9,9,FALSE
39555,41,3,0.68,8,24,2.8,8,28,115,81,73,21,16,33.33,154,0.03,1.67,0.09,0.05,0.68,2,3,0,0,9,9,FALSE
39568,41,3,0.68,8,24,2.8,8,28,115,81,73,21,16,33.33,154,0.03,1.67,0.09,0.05,0.68,2,2,0,0,9,9,FALSE
39581,41,3,0.68,8,24,2.8,8,28,115,81,73,21,16,33.33,154,0.03,1.67,0.09,0.05,0.68,2,2,0,0,9,9,FALSE
39594,41,3,0.68,8,24,2.8,8,28,115,81,73,22,16,33.33,154,0.03,1.67,0.09,0.05,0.68,1,1,0,0,9,9,FALSE
39607,144,6.94,0.55,17,118,2.9,17,79,417,423,345,59,12,50,768,0.02,2,0.11,0.04,0.55,2,5,0,0,29,29,FALSE
39640,80,4.64,0.54,14,65,2.9,14,44,232,215,179,39,15,50,394,0.02,1.5,0.08,0.03,0.55,2,2,0,0,15,15,FALSE
39659,114,6.5,0.56,14,91,2.89,14,64,330,327,267,48,12,50,594,0.02,2,0.11,0.04,0.56,1,3,0,0,23,23,FALSE
39686,203,7.48,0.53,23,172,2.82,23,108,572,614,500,78,12,50,1114,0.02,2,0.11,0.04,0.53,6,4,0,0,41,41,FALSE
39731,74,5.5,0.59,10,55,2.89,10,44,214,199,163,36,12,33.33,362,0.03,1.67,0.09,0.05,0.59,1,2,0,0,15,15,FALSE
39750,74,5.5,0.59,10,55,2.89,10,44,214,199,163,36,12,33.33,362,0.03,1.67,0.09,0.05,0.59,1,3,0,0,15,15,FALSE
39769,74,5.5,0.59,10,55,2.89,10,44,214,199,163,36,12,33.33,362,0.03,1.67,0.09,0.05,0.59,1,3,0,0,15,15,FALSE
39788,74,5.5,0.59,10,55,2.89,10,44,214,199,163,36,12,33.33,362,0.03,1.67,0.09,0.05,0.59,1,2,0,0,15,15,FALSE
39807,74,5.5,0.59,10,55,2.89,10,44,214,199,163,36,12,33.33,362,0.03,1.67,0.09,0.05,0.59,1,2,0,0,15,15,FALSE
39826,104,6.31,0.56,13,82,2.89,13,59,301,295,241,50,12,33.33,536,0.03,1.67,0.09,0.05,0.57,5,2,0,0,21,21,FALSE
39851,64,5.11,0.6,9,46,2.89,9,39,185,167,137,33,12,33.33,304,0.03,1.67,0.09,0.05,0.61,1,2,0,0,13,13,FALSE
39868,117,6,0.54,16,96,2.9,16,64,339,335,275,51,15,50,610,0.02,2,0.11,0.04,0.55,2,8,0,0,23,23,FALSE
39895,77,5,0.57,12,60,2.9,12,44,223,207,171,39,15,33.33,378,0.03,1.67,0.09,0.05,0.57,2,2,0,0,15,15,FALSE
39914,226,6.28,0.5,32,201,2.9,32,114,656,679,559,87,15,50,1238,0.02,2,0.11,0.04,0.5,6,4,0,0,43,43,FALSE
39961,153,5.78,0.51,23,133,2.9,23,79,444,447,369,63,15,50,816,0.02,2,0.11,0.04,0.52,4,2,0,0,29,29,FALSE
39994,157,6.6,0.53,20,132,2.9,20,84,455,463,379,64,15,50,842,0.02,2,0.11,0.04,0.54,2,2,0,0,31,31,FALSE
40029,114,6.5,0.56,14,91,2.89,14,64,330,327,267,49,12,50,594,0.02,2,0.11,0.04,0.56,1,2,0,0,23,23,FALSE
40056,54,4.62,0.62,8,37,2.89,8,34,156,135,111,30,12,25,246,0.04,1.5,0.08,0.06,0.63,1,2,0,0,11,11,FALSE
40071,189,5.67,0.49,30,170,2.9,30,94,549,559,463,71,15,50,1022,0.02,2,0.11,0.04,0.5,4,1,0,0,35,35,FALSE
40111,68,3.92,0.61,12,47,2.78,12,42,189,154,139,31,16,33.33,293,0.03,1.67,0.09,0.05,0.62,1,3,0,0,15,15,FALSE
40130,67,4.64,0.58,11,51,2.88,11,39,193,174,145,37,15,33.33,319,0.03,1.67,0.09,0.05,0.58,2,3,0,0,13,13,FALSE
