%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM5 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm5_method_release3

@attribute 'File Id' numeric
@attribute 'Method Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Formal Parameters' numeric
@attribute 'Call Pair Length' numeric
@attribute Defected?(false/true) {FALSE,TRUE}

@data
39515,39517,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
39515,39518,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39515,39519,1,0,0,0,0,3,0,1,3,1,1,1,1,0.5,2,2,0.3,0.02,0.6,1,0,0,FALSE
39515,39520,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39515,39521,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,1,0,FALSE
39515,39522,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,2,0,FALSE
39515,39523,9,4,0,4,16,1.89,4,1,17,27,32,8,11,20,59,0.05,1.2,0.07,0.06,0.11,1,1,FALSE
39515,39524,6,2,0,4,8,3.33,4,1,20,20,22,11,11,10,42,0.1,1.3,0.07,0.13,0.17,0,1,FALSE
39515,39525,1,0,0,0,0,3,0,1,3,1,1,1,1,0.5,2,2,0.3,0.02,0.6,1,0,0,FALSE
39515,39526,1,0,0,0,0,5,0,1,5,2,1,2,1,0.5,3,2,0.48,0.03,0.95,1,3,0,FALSE
39515,39527,1,0,0,0,0,5,0,1,5,2,1,2,1,0.5,3,2,0.48,0.03,0.95,1,3,0,FALSE
39528,39530,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
39528,39531,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39528,39532,1,0,0,0,0,3,0,1,3,1,1,1,1,0.5,2,2,0.3,0.02,0.6,1,0,0,FALSE
39528,39533,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39528,39534,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,1,0,FALSE
39528,39535,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,2,0,FALSE
39528,39536,9,4,0,4,16,1.89,4,1,17,27,32,8,11,20,59,0.05,1.2,0.07,0.06,0.11,1,1,FALSE
39528,39537,6,2,0,4,8,3.33,4,1,20,20,22,11,11,10,42,0.1,1.3,0.07,0.13,0.17,0,1,FALSE
39528,39538,1,0,0,0,0,3,0,1,3,1,1,1,1,0.5,2,2,0.3,0.02,0.6,1,0,0,FALSE
39528,39539,1,0,0,0,0,5,0,1,5,2,1,2,1,0.5,3,2,0.48,0.03,0.95,1,3,0,FALSE
39528,39540,1,0,0,0,0,5,0,1,5,2,1,2,1,0.5,3,2,0.48,0.03,0.95,1,3,0,FALSE
39541,39543,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
39541,39544,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39541,39545,1,0,0,0,0,3,0,1,3,1,1,1,1,0.5,2,2,0.3,0.02,0.6,1,0,0,FALSE
39541,39546,1,0,0,0,0,3,0,1,3,2,2,1,2,2,4,0.5,0.48,0.03,0.24,1,1,0,FALSE
39541,39547,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,1,0,FALSE
39541,39548,1,0,0,0,0,3,0,1,3,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,2,0,FALSE
39541,39549,9,4,0,4,16,1.89,4,1,17,27,32,8,11,20,59,0.05,1.2,0.07,0.06,0.11,1,1,FALSE
39541,39550,6,2,0,4,8,3.33,4,1,20,20,22,11,11,10,42,0.1,1.3,0.07,0.13,0.17,0,1,FALSE
