%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM10 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm10_file_release6

@attribute 'File Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
15789,34,1.56,0.61,16,25,4.32,16,21,147,70,77,36,10,10,147,0.1,1.7,0.09,0.17,0.62,FALSE
15800,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,FALSE
15803,10,0,0.89,1,0,4.7,0,9,47,6,6,5,4,2.38,12,0.42,0.95,0.05,0.4,0.9,FALSE
15810,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,FALSE
15813,9,1,0.88,1,1,5,1,8,45,26,13,18,5,3.57,39,0.28,1.36,0.08,0.38,0.89,FALSE
15817,28,1.13,0.44,15,17,3.36,15,13,94,84,52,42,10,10,136,0.1,1.7,0.09,0.17,0.46,FALSE
15823,9,1,0.88,1,1,5.67,1,8,51,42,22,20,7,7.14,64,0.14,1.43,0.08,0.2,0.89,FALSE
15827,9,1,0.88,1,1,4.33,1,8,39,26,13,17,4,3.03,39,0.33,1.33,0.07,0.44,0.89,FALSE
15831,9,1,0.88,1,1,4.33,1,8,39,26,13,17,4,3.03,39,0.33,1.33,0.07,0.44,0.89,FALSE
15836,27,2,0.96,1,2,3.26,1,26,88,41,38,25,6,5,79,0.2,1.5,0.08,0.3,0.96,FALSE
15848,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,FALSE
15851,20,1.67,0.68,6,5,4.95,3,14,99,29,35,19,9,6.67,64,0.15,1.47,0.08,0.22,0.7,FALSE
15860,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
15862,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,FALSE
16164,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,FALSE
15865,8,0,1,0,0,5.25,0,8,42,50,26,27,4,3.7,76,0.27,1.48,0.08,0.4,1,FALSE
15869,8,0,1,0,0,6.25,0,8,50,70,34,35,4,4,104,0.25,1.6,0.09,0.4,1,FALSE
15873,10,1.8,0.44,5,9,6.3,5,5,63,32,26,16,8,8.33,58,0.12,1.42,0.08,0.17,0.5,FALSE
15877,21,0,1,0,0,3.48,0,21,73,88,28,22,4,8.33,116,0.12,1.42,0.08,0.17,1,FALSE
15887,9,0,1,0,0,4.11,0,9,37,18,10,12,4,3.03,28,0.33,1.21,0.07,0.4,1,FALSE
15891,9,0,1,0,0,4.22,0,9,38,18,10,12,4,3.03,28,0.33,1.21,0.07,0.4,1,FALSE
15895,9,0,1,0,0,4.33,0,9,39,17,10,11,4,3.12,27,0.32,1.19,0.07,0.38,1,FALSE
15899,24,2.23,0.3,14,29,6.54,13,8,157,199,147,86,16,20,346,0.05,2,0.11,0.1,0.33,FALSE
15905,23,1.91,0.5,11,21,6.65,11,12,153,162,138,63,12,16.67,300,0.06,1.83,0.1,0.11,0.52,FALSE
15909,9,0,1,0,0,3.89,0,9,35,16,10,11,4,2.94,26,0.34,1.18,0.07,0.4,1,FALSE
15913,19,1.86,0.61,7,13,5.21,7,12,99,63,44,35,9,8.33,107,0.12,1.67,0.09,0.2,0.63,FALSE
15919,19,1.86,0.61,7,13,5.26,7,12,100,63,44,36,9,7.69,107,0.13,1.61,0.09,0.21,0.63,FALSE
15925,14,1,0.85,2,1,5.5,1,12,77,44,26,32,7,4.76,70,0.21,1.57,0.09,0.33,0.86,FALSE
15931,13,2,0.58,5,10,5.46,5,8,71,66,38,23,5,7.14,104,0.14,1.43,0.08,0.2,0.62,FALSE
15936,6,0,1,0,0,3.5,0,6,21,4,4,3,2,1.33,8,0.75,0.69,0.04,0.52,1,FALSE
15940,11,0,1,0,0,3.27,0,11,36,10,8,7,3,2.13,18,0.47,1,0.06,0.47,1,FALSE
