%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM1 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm1_class_release5

@attribute 'Class Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Coupling Between Objects' numeric
@attribute 'Fan In' numeric
@attribute 'Number of Children' numeric
@attribute 'Percentage of Pub Data' numeric
@attribute 'Response for Class' numeric
@attribute 'Weighted Methods' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
8909,42,2.6,0.66,10,26,2.48,10,28,104,106,108,33,11,16.67,214,0.06,1.67,0.09,0.1,0.67,2,2,14,75,12,12,FALSE
8926,74,2.11,0.66,20,38,4.35,18,49,322,377,354,97,22,50,731,0.02,2,0.11,0.04,0.66,3,0,2,33.33,23,23,FALSE
8952,219,1.96,0.33,118,221,3.85,113,73,844,1720,1530,189,25,100,3250,0.01,2,0.11,0.02,0.33,1,0,0,0,32,32,FALSE
8987,207,2.36,0.38,89,203,3.35,86,79,693,1844,1614,248,22,100,3458,0.01,2,0.11,0.02,0.38,0,0,0,0,35,35,FALSE
9033,42,3,0.76,7,18,1.76,6,32,74,63,57,30,16,16.67,120,0.06,1.67,0.09,0.1,0.76,0,11,2,0,4,4,FALSE
9043,4,0,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,2,2,FALSE
9047,96,1.59,0.42,57,59,3.86,37,41,371,282,287,85,25,50,569,0.02,2,0.11,0.04,0.43,4,21,0,30.77,8,8,FALSE
9104,12,3,0.82,2,6,2.92,2,10,35,23,22,13,11,10,45,0.1,1.4,0.08,0.14,0.83,0,0,0,0,3,3,FALSE
9065,34,2.6,0.67,8,13,3.38,5,23,115,63,73,29,17,20,136,0.05,1.6,0.09,0.08,0.68,2,0,1,0,10,10,FALSE
9078,49,0,1,0,0,2.43,0,49,119,25,26,7,3,5.26,51,0.19,1,0.06,0.19,1,0,0,0,0,24,24,FALSE
9111,336,1.57,0.41,193,195,7.13,124,139,2397,1563,1209,277,18,50,2772,0.02,2.5,0.14,0.05,0.41,29,0,0,0,68,68,FALSE
9182,55,1,0.85,8,3,3.78,3,47,208,157,113,48,9,14.29,270,0.07,1.71,0.1,0.12,0.85,3,0,0,0,22,22,FALSE
9206,445,2.21,0.16,334,670,5.93,303,72,2637,2870,2180,540,17,50,5050,0.02,2.5,0.14,0.05,0.16,55,1,0,0,31,31,FALSE
9240,157,2.55,0.12,108,255,6.02,100,20,945,892,723,151,17,50,1615,0.02,2,0.11,0.04,0.13,22,1,0,0,8,8,FALSE
9251,24,2,0.61,8,10,3.42,5,15,82,113,76,54,12,12.5,189,0.08,1.88,0.1,0.15,0.62,2,0,0,0,4,4,FALSE
9258,150,2.74,0.48,59,118,4.12,43,73,618,491,470,155,18,25,961,0.04,2.25,0.12,0.09,0.49,12,0,12,75,26,26,FALSE
9287,586,2.33,0.1,444,985,3.7,422,57,2169,3560,2766,469,18,100,6326,0.01,3,0.17,0.03,0.1,122,3,0,0,24,24,FALSE
9314,12,1,0.73,3,1,6.83,1,9,82,94,67,59,9,7.14,161,0.14,1.86,0.1,0.26,0.75,2,0,0,0,2,2,FALSE
9318,1894,2.68,0.13,1233,2881,5.96,1075,245,11284,11780,9706,1354,26,100,21486,0.01,3,0.17,0.03,0.13,116,3,0,0,116,116,FALSE
9437,100,2.03,0.4,48,65,8.69,32,41,869,595,499,246,26,33.33,1094,0.03,2.33,0.13,0.07,0.41,3,0,0,0,18,18,FALSE
9457,157,1.97,0.17,127,217,6.76,110,27,1062,745,550,153,15,33.33,1295,0.03,2.33,0.13,0.07,0.17,17,0,0,0,11,11,FALSE
9471,9,1.5,0.62,3,3,5.22,2,6,47,45,35,37,11,6.67,80,0.15,1.67,0.09,0.25,0.67,1,0,0,0,1,1,FALSE
9475,84,2.86,0.4,35,83,4.68,29,34,393,494,398,102,16,33.33,892,0.03,2,0.11,0.06,0.4,4,0,0,0,15,15,FALSE
9515,236,2.52,0.22,134,308,4.76,122,53,1123,1429,1337,254,22,50,2766,0.02,2.5,0.14,0.05,0.22,17,6,0,0,24,24,FALSE
9542,174,3.12,0.28,81,212,5.89,68,49,1025,1223,1132,221,24,50,2355,0.02,2.5,0.14,0.05,0.28,15,5,0,0,21,21,FALSE
9566,191,2.09,0.56,78,92,6.84,44,107,1307,914,744,269,22,33.33,1658,0.03,2.33,0.13,0.07,0.56,8,2,2,33.33,45,45,FALSE
9618,27,2,0.81,5,4,2.59,2,22,70,51,47,38,14,9.09,98,0.11,1.73,0.1,0.19,0.81,0,0,9,50,9,9,FALSE
9630,99,1.1,0.9,10,11,2.74,10,89,271,142,147,36,9,16.67,289,0.06,1.67,0.09,0.1,0.9,3,0,0,0,43,43,FALSE
9675,353,1.64,0.55,155,149,3.13,91,196,1105,1089,952,204,22,50,2041,0.02,2.5,0.14,0.05,0.56,7,0,0,2.04,72,72,FALSE
9750,14,2,0.85,2,2,2.36,1,12,33,25,23,19,9,5.88,48,0.17,1.47,0.08,0.25,0.86,1,0,0,0,3,3,FALSE
9756,412,2.36,0.47,192,359,6.5,152,194,2679,3063,2776,400,28,100,5839,0.01,3,0.17,0.03,0.47,64,0,0,6.25,84,84,FALSE
9843,32,2.33,0.68,9,7,2.22,3,22,71,87,95,43,14,14.29,182,0.07,1.71,0.1,0.12,0.69,0,1,0,20,6,6,FALSE
9851,26,1.5,0.8,5,6,2.35,4,21,61,49,50,32,10,7.69,99,0.13,1.61,0.09,0.21,0.81,1,0,0,33.33,9,9,FALSE
9863,432,2.26,0.41,201,362,5.22,160,176,2254,1713,1738,444,30,50,3451,0.02,2.5,0.14,0.05,0.41,52,0,0,0,76,76,FALSE
9942,88,2,0.45,48,72,6.25,36,40,550,346,378,77,14,33.33,724,0.03,2,0.11,0.06,0.45,22,0,0,12.5,15,15,FALSE
9959,31,2,0.63,11,16,3.65,8,20,113,47,64,20,12,14.29,111,0.07,1.57,0.09,0.11,0.65,2,0,0,12.5,6,6,FALSE
9967,88,3,0.29,43,96,4.74,32,26,417,465,403,121,16,33.33,868,0.03,2,0.11,0.06,0.3,35,0,0,0,12,12,FALSE
9981,110,2.03,0.23,71,132,7.53,65,26,828,708,581,229,22,33.33,1289,0.03,2.33,0.13,0.07,0.24,20,0,0,12.5,9,9,FALSE
9992,61,3.5,0.32,28,56,5.21,16,20,318,348,315,121,20,33.33,663,0.03,2,0.11,0.06,0.33,30,0,0,0,10,10,FALSE
10005,8,0,1,0,0,2.12,0,8,17,4,1,3,1,0.67,5,1.5,0.6,0.03,0.9,1,0,2,0,0,0,0,FALSE
10010,110,0,1,0,0,1.55,0,110,170,71,70,22,3,4.76,141,0.21,1.38,0.08,0.29,1,2,220,2,0,37,37,FALSE
10056,11,0,1,0,0,2.45,0,11,27,4,2,3,2,1.33,6,0.75,0.69,0.04,0.52,1,0,1,0,0,2,2,FALSE
10062,4,0,1,0,0,2.5,0,4,10,2,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,FALSE
10067,15,0,0.93,1,0,2.27,0,14,34,29,25,22,7,4.55,54,0.22,1.46,0.08,0.32,0.93,0,0,9,100,3,3,FALSE
10072,14,0,0.85,2,0,4.29,0,12,60,27,25,21,7,4.55,52,0.22,1.46,0.08,0.32,0.86,0,0,9,100,4,4,FALSE
10453,2,0,1,0,0,5,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,FALSE
10080,130,0,0.69,40,0,3.46,0,90,450,223,233,113,6,5.88,456,0.17,2.06,0.11,0.35,0.69,5,0,0,0,42,42,FALSE
10125,33,0,0.84,5,0,4.21,0,28,139,111,82,67,5,4.17,193,0.24,1.88,0.1,0.45,0.85,16,0,0,0,6,6,FALSE
10134,40,0,0.82,7,0,4.85,0,33,194,151,98,59,7,9.09,249,0.11,1.82,0.1,0.2,0.82,15,0,0,0,9,9,FALSE
10146,26,2,0.76,6,4,5.04,2,20,131,63,50,27,7,8.33,113,0.12,1.5,0.08,0.18,0.77,4,0,0,0,7,7,FALSE
10156,76,2.21,0.44,39,62,14.39,28,34,1094,1349,848,352,17,33.33,2197,0.03,2.67,0.15,0.08,0.45,70,0,0,0,12,12,FALSE
10171,89,1.5,0.74,23,3,8.07,2,66,718,596,383,257,11,12.5,979,0.08,2.38,0.13,0.19,0.74,34,0,0,0,24,24,FALSE
10198,20,0,0.79,4,0,6.4,0,16,128,77,57,40,6,5.88,134,0.17,1.65,0.09,0.28,0.8,9,0,0,0,5,5,FALSE
10206,20,2,0.68,6,6,38.85,3,14,777,930,478,327,11,16.67,1408,0.06,2.5,0.14,0.15,0.7,68,0,0,0,5,5,FALSE
10215,4,0,1,0,0,3,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,FALSE
10219,56,0,0.73,15,0,2.48,0,41,139,40,54,15,5,6.67,94,0.15,1.33,0.07,0.2,0.73,0,0,0,0,16,16,FALSE
10237,325,2,0.51,158,154,3.57,77,167,1160,744,663,159,8,20,1407,0.05,2.2,0.12,0.11,0.51,7,0,0,0,82,82,FALSE
10321,86,1.82,0.49,43,20,14.03,11,43,1207,1374,782,413,18,33.33,2156,0.03,2.67,0.15,0.08,0.5,114,0,0,0,20,20,FALSE
10343,10,2,0.56,4,2,4.5,1,6,45,26,27,19,11,7.69,53,0.13,1.46,0.08,0.19,0.6,0,0,0,0,2,2,FALSE
10347,60,2,0.54,27,12,18.22,6,33,1093,1137,617,355,15,25,1754,0.04,2.5,0.14,0.1,0.55,88,0,0,0,15,15,FALSE
10364,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
10366,212,1.8,0.57,91,9,3.36,5,121,712,456,394,182,14,16.67,850,0.06,2.33,0.13,0.14,0.57,20,0,0,0,46,46,FALSE
10414,57,0,0.77,13,0,8.61,0,44,491,363,328,119,9,14.29,691,0.07,2.14,0.12,0.15,0.77,19,0,0,0,12,12,FALSE
10430,6,0,0.8,1,0,5,0,5,30,27,17,18,5,3.7,44,0.27,1.37,0.08,0.37,0.83,6,0,0,0,2,2,FALSE
10434,6,0,0.8,1,0,5,0,5,30,27,17,18,5,3.7,44,0.27,1.37,0.08,0.37,0.83,6,0,0,0,2,2,FALSE
10438,26,1.3,0.52,12,13,3.88,10,14,101,107,82,60,10,9.09,189,0.11,1.82,0.1,0.2,0.54,11,0,0,0,3,3,FALSE
10443,16,2,0.47,8,10,8.12,5,8,130,171,139,86,13,12.5,310,0.08,2,0.11,0.16,0.5,16,0,0,0,3,3,FALSE
10448,19,2,0.72,5,6,4.53,3,14,86,88,57,53,10,8.33,145,0.12,1.83,0.1,0.22,0.74,11,0,0,0,3,3,FALSE
10457,141,0,1,0,0,1.5,0,141,211,85,85,29,3,4.35,170,0.23,1.52,0.08,0.35,1,2,93,0,0,56,56,FALSE
10515,11,0,1,0,0,1.91,0,11,21,7,7,3,3,3.45,14,0.29,0.79,0.04,0.23,1,0,5,0,0,4,4,FALSE
10521,16,0,1,0,0,1.94,0,16,31,10,10,4,3,3.7,20,0.27,0.85,0.05,0.23,1,0,36,0,0,6,6,FALSE
