%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM2 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm2_class_release9

@attribute 'Class Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Coupling Between Objects' numeric
@attribute 'Fan In' numeric
@attribute 'Number of Children' numeric
@attribute 'Percentage of Pub Data' numeric
@attribute 'Response for Class' numeric
@attribute 'Weighted Methods' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
22946,20,2,0.84,3,6,2.55,3,17,51,26,30,11,8,9.09,56,0.11,1.27,0.07,0.14,0.85,0,1,0,0,7,7,FALSE
22956,7,0,1,0,0,2.57,0,7,18,8,4,7,3,1.72,12,0.58,1,0.06,0.58,1,0,0,0,0,2,2,FALSE
22961,8,1,0.86,1,1,2.75,1,7,22,23,11,15,4,3.03,34,0.33,1.27,0.07,0.42,0.88,0,0,0,0,2,2,FALSE
22966,13,2,0.75,3,6,3.31,3,10,43,27,30,15,5,4.55,57,0.22,1.32,0.07,0.29,0.77,0,0,0,0,5,5,FALSE
22973,58,1.9,0.63,20,38,6.02,20,37,349,628,520,99,31,100,1148,0.01,2,0.11,0.02,0.64,1,2,0,0,14,14,FALSE
22992,50,3.95,0.16,21,79,4.24,20,9,212,203,200,58,13,25,403,0.04,1.75,0.1,0.07,0.18,0,0,0,0,4,4,FALSE
22998,2,0,1,0,0,4.5,0,2,9,2,3,2,3,1.49,5,0.67,0.7,0.04,0.47,1,0,0,0,0,1,1,FALSE
23001,8,3,0.14,4,9,6.38,3,2,51,27,33,12,15,16.67,60,0.06,1.5,0.08,0.09,0.25,0,0,0,0,1,1,FALSE
23004,6,2.33,0.2,3,7,4.33,3,2,26,17,19,9,10,9.09,36,0.11,1.27,0.07,0.14,0.33,0,0,0,0,1,1,FALSE
23008,284,1.7,0.41,166,190,3.87,112,118,1100,1068,1015,365,28,50,2083,0.02,2.5,0.14,0.05,0.42,0,0,0,16.67,47,47,FALSE
23058,309,1.64,0.43,185,205,3.61,125,133,1114,995,1035,367,29,33.33,2030,0.03,2.67,0.15,0.08,0.43,0,0,0,0,49,49,FALSE
23110,124,2.3,0.44,57,101,3.62,44,55,449,410,441,149,25,33.33,851,0.03,2.33,0.13,0.07,0.44,0,0,0,90,19,19,FALSE
23132,27,1.6,0.69,10,8,5.37,5,19,145,97,96,59,23,20,193,0.05,2,0.11,0.1,0.7,0,0,0,33.33,6,6,FALSE
23141,183,1.8,0.44,116,144,4.05,80,81,742,784,650,207,28,50,1434,0.02,2.5,0.14,0.05,0.44,0,1,0,0,26,26,FALSE
23170,18,0,0.88,4,0,2.89,1,16,52,20,20,16,9,5.56,40,0.18,1.39,0.08,0.25,0.89,0,0,0,0,4,4,FALSE
23176,21,0,0.8,6,0,2.9,1,17,61,27,25,19,9,6.25,52,0.16,1.44,0.08,0.23,0.81,0,0,0,0,4,4,FALSE
23182,30,2,0.69,11,6,7.87,3,21,236,140,96,48,17,25,236,0.04,1.75,0.1,0.07,0.7,0,0,0,0,8,8,FALSE
23193,18,0.67,0.76,7,2,3.39,3,14,61,30,36,18,14,11.11,66,0.09,1.56,0.09,0.14,0.78,0,0,0,100,4,4,FALSE
23200,49,4.75,0.44,15,38,6.63,8,22,325,270,202,92,22,33.33,472,0.03,2,0.11,0.06,0.45,0,0,0,0,10,10,FALSE
23258,117,1.7,0.33,74,95,3.73,56,39,436,490,470,165,26,33.33,960,0.03,2.33,0.13,0.07,0.33,2,0,0,100,12,12,FALSE
23273,27,1.6,0.69,10,8,3.63,5,19,98,58,64,32,17,16.67,122,0.06,1.67,0.09,0.1,0.7,0,0,0,100,6,6,FALSE
23282,8,2,0.86,1,2,2.38,1,7,19,9,7,6,5,3.7,16,0.27,1.04,0.06,0.28,0.88,0,1,0,0,2,2,FALSE
23287,109,1.94,0.39,55,91,6.03,47,43,657,414,359,146,22,33.33,773,0.03,2.33,0.13,0.07,0.39,2,1,0,33.33,19,19,FALSE
23308,30,1.47,0.24,20,28,4.2,19,8,126,95,106,51,14,12.5,201,0.08,1.88,0.1,0.15,0.27,1,0,0,0,4,4,FALSE
23314,63,2.29,0.47,31,48,0.02,21,30,1,273,250,110,23,25,523,0.04,2,0.11,0.08,0.48,0,0,0,0,11,11,FALSE
