%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM11 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm11_method_release4

@attribute 'File Id' numeric
@attribute 'Method Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Formal Parameters' numeric
@attribute 'Call Pair Length' numeric
@attribute Defected?(false/true) {FALSE,TRUE}

@data
17760,17762,6,2,0.2,4,8,4.17,4,2,25,22,24,15,12,9.09,46,0.11,1.45,0.08,0.16,0.33,4,0,FALSE
17763,17765,69,2.15,0.03,55,112,4.64,52,3,320,432,428,173,22,25,860,0.04,2.25,0.12,0.09,0.04,4,60,FALSE
17763,17766,3,3,0,1,3,2.67,1,1,8,14,11,8,7,6.25,25,0.16,1.19,0.07,0.19,0.33,2,0,FALSE
17763,17767,2,0,0,1,0,6.5,0,1,13,7,10,6,6,3.45,17,0.29,1.07,0.06,0.31,0.5,0,0,FALSE
17768,17770,107,2.11,0.04,77,160,4.81,76,5,515,1224,605,327,27,50,1829,0.02,2.5,0.14,0.05,0.05,4,30,FALSE
17771,17773,95,3.12,0,51,156,5.61,50,1,533,648,569,215,23,33.33,1217,0.03,2.33,0.13,0.07,0.01,4,55,FALSE
17771,17774,2,0,0,1,0,6.5,0,1,13,6,9,5,5,3.03,15,0.33,1,0.06,0.33,0.5,0,0,FALSE
17771,20216,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
17775,17777,6,2,0,5,6,7.5,3,1,45,52,36,38,11,7.69,88,0.13,1.69,0.09,0.22,0.17,4,4,FALSE
17775,20221,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
17778,17780,3,2,0,2,4,8.67,2,1,26,35,16,26,7,4.76,51,0.21,1.52,0.08,0.32,0.33,4,0,FALSE
17781,17783,1,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
17781,17784,1,0,0,0,0,6,0,1,6,6,6,6,4,2,12,0.5,1,0.06,0.5,1,4,2,FALSE
17781,17785,1,0,0,0,0,4,0,1,4,2,4,2,4,2,6,0.5,0.78,0.04,0.39,1,1,1,FALSE
17786,17788,84,2.19,0.02,67,138,5.92,63,3,497,673,660,199,22,33.33,1333,0.03,2.33,0.13,0.07,0.04,4,75,FALSE
17786,17789,3,3,0,1,3,2.67,1,1,8,14,11,8,7,6.25,25,0.16,1.19,0.07,0.19,0.33,2,0,FALSE
17786,17790,2,0,0,1,0,7,0,1,14,9,11,7,7,4.55,20,0.22,1.14,0.06,0.25,0.5,0,1,FALSE
17791,17793,77,2,0.01,56,110,5.44,55,2,419,882,429,292,25,33.33,1311,0.03,2.67,0.15,0.08,0.03,4,23,FALSE
17794,17796,87,3.09,0,47,142,5.75,46,1,500,582,516,208,23,33.33,1098,0.03,2.33,0.13,0.07,0.01,4,41,FALSE
17794,17797,2,0,0,1,0,8.5,0,1,17,10,12,8,7,4.35,22,0.23,1.17,0.06,0.27,0.5,0,1,FALSE
17794,17798,2,0,0,1,0,7.5,0,1,15,7,7,5,5,3.45,14,0.29,1,0.06,0.29,0.5,1,0,FALSE
17794,17799,13,3.29,0,7,23,5.15,7,1,67,72,78,31,14,16.67,150,0.06,1.67,0.09,0.1,0.08,2,19,FALSE
17794,20234,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
17800,17802,32,2.52,0,23,53,6.34,21,1,203,337,283,124,16,20,620,0.05,2.2,0.12,0.11,0.03,4,36,FALSE
17800,17803,2,0,0,1,0,7.5,0,1,15,8,10,7,6,3.45,18,0.29,1.1,0.06,0.32,0.5,0,1,FALSE
17800,17804,2,0,0,1,0,7.5,0,1,15,7,7,5,5,3.45,14,0.29,1,0.06,0.29,0.5,1,0,FALSE
17800,20240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
17800,20241,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FALSE
