%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%%%
% This is a PROMISE Software Engineering Repository data set made publicly available
% in order to encourage repeatable, refutable, verifiable, and/or 
%improvable predictive models of software engineering.
%
%If you publish material based on PROMISE data sets then, please 
%follow the acknowledgment guidelines posted on the PROMISE repository web page
%http://promise.site.uottawa.ca/SERepository.
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%-- Title: GSM10 /Software defect prediction
%-- Date: January, 1st, 2009
%-- Data from a GSM company, Istanbul, Turkey
%-- Donated by: Software Research Laboratory (SOFTLAB), Bogazici University, Istanbul, Turkey
%-- Website: http://softlab.boun.edu.tr
%-- Contact address: ayse.tosun@boun.edu.tr, bener@boun.edu.tr
%
%Description:
%-- Nine projects from application and presentation layers of the telecommunication software
%   Name: GSM1,GSM2,GSM3,GSM4,GSM5,GSM6,GSM9,GSM10,GSM11
%-- Ten releases from these projects are selected.
%   {Release 1, ..., Release 10}
%-- Package, File, Class and Method metrics are collected. 
%   {PACKAGE Metrics, FILE Metrics, CLASS Metrics, METHOD Metrics}
%-- Static code attributes and CK object oriented metrics are collected using Prest  Metrics Extraction and Analysis Tool [1]. 
%
%--An example of method level static code attributes are as follows:
%@attribute 'Cyclometric Density' numeric
%@attribute 'Decision Density' numeric
%@attribute 'Essential Density' numeric
%@attribute 'Branch Count' numeric
%@attribute 'Condition Count' numeric
%@attribute 'Cyclometric Complexity' numeric
%@attribute 'Decision Count' numeric
%@attribute 'Essential Complexity' numeric
%@attribute 'LOC' numeric
%@attribute 'Total Operands' numeric
%@attribute 'Total Operators' numeric
%@attribute 'Unique Operands Count' numeric
%@attribute 'Unique Operators Count' numeric
%@attribute 'Halstead Difficulty' numeric
%@attribute 'Halstead Length' numeric
%@attribute 'Halstead Level' numeric
%@attribute 'Halstead Programming Effort' numeric
%@attribute 'Halstead Programming Time' numeric
%@attribute 'Halstead Volume' numeric
%@attribute 'Maintenance Severity' numeric
%@attribute 'Formal Parameters' numeric
%@attribute 'Call Pair Length' numeric
%
%-- Object oriented metrics, collected in class level, are as follows:
%@attribute 'Coupling Between Objects' numeric
%@attribute 'Fan In' numeric
%@attribute 'Number of Children' numeric
%@attribute 'Percentage of Pub Data' numeric
%@attribute 'Response for Class' numeric
%@attribute 'Weighted Methods' numeric
%
%-- Defects can only be matched with file ID's. Therefore, pre-release test defects with file ID's are 
%represented in the corresponding xls file of the projects (test defects.xls). 
%
%-- Each project has been implemented/changed in different releases. Moreover, each release does not 
%necessarily contain all projects which has defect logs. Therefore, projects have different releases 
%in their seperate folders.

%[1] Prest Metrics Extraction and Analysis Tool, available at http://softlab.boun.edu.tr/?q=resources&i=tools.

@relation gsm10_file_release10

@attribute 'File Id' numeric
@attribute 'Cyclometric Density' numeric
@attribute 'Decision Density' numeric
@attribute 'Essential Density' numeric
@attribute 'Branch Count' numeric
@attribute 'Condition Count' numeric
@attribute 'Cyclometric Complexity' numeric
@attribute 'Decision Count' numeric
@attribute 'Essential Complexity' numeric
@attribute 'LOC' numeric
@attribute 'Total Operands' numeric
@attribute 'Total Operators' numeric
@attribute 'Unique Operands Count' numeric
@attribute 'Unique Operators Count' numeric
@attribute 'Halstead Difficulty' numeric
@attribute 'Halstead Length' numeric
@attribute 'Halstead Level' numeric
@attribute 'Halstead Programming Effort' numeric
@attribute 'Halstead Programming Time' numeric
@attribute 'Halstead Volume' numeric
@attribute 'Maintenance Severity' numeric
@attribute 'Defected?(false/true) ' {FALSE,TRUE}

@data
86365,34,1.56,0.61,16,25,4.32,16,21,147,70,77,36,10,10,147,0.1,1.7,0.09,0.17,0.62,FALSE
86376,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,FALSE
86379,10,0,0.89,1,0,4.7,0,9,47,6,6,5,4,2.38,12,0.42,0.95,0.05,0.4,0.9,FALSE
86386,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,FALSE
86389,9,1,0.88,1,1,5,1,8,45,26,13,18,5,3.57,39,0.28,1.36,0.08,0.38,0.89,FALSE
86393,28,1.13,0.44,15,17,3.36,15,13,94,84,52,42,10,10,136,0.1,1.7,0.09,0.17,0.46,FALSE
86399,9,1,0.88,1,1,5.67,1,8,51,42,22,20,7,7.14,64,0.14,1.43,0.08,0.2,0.89,FALSE
86403,9,1,0.88,1,1,4.33,1,8,39,26,13,17,4,3.03,39,0.33,1.33,0.07,0.44,0.89,FALSE
86407,9,1,0.88,1,1,4.33,1,8,39,26,13,17,4,3.03,39,0.33,1.33,0.07,0.44,0.89,FALSE
86412,27,2,0.96,1,2,3.26,1,26,88,41,38,25,6,5,79,0.2,1.5,0.08,0.3,0.96,FALSE
86424,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,FALSE
86427,20,1.67,0.68,6,5,4.95,3,14,99,29,35,19,9,6.67,64,0.15,1.47,0.08,0.22,0.7,FALSE
86436,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,FALSE
86438,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,FALSE
86850,0,0,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,FALSE
86441,8,0,1,0,0,5.25,0,8,42,50,26,27,4,3.7,76,0.27,1.48,0.08,0.4,1,FALSE
86445,8,0,1,0,0,6.5,0,8,52,77,38,37,4,4.17,115,0.24,1.63,0.09,0.39,1,FALSE
86449,10,1.8,0.44,5,9,6.3,5,5,63,32,26,16,8,8.33,58,0.12,1.42,0.08,0.17,0.5,FALSE
86453,21,0,1,0,0,3.48,0,21,73,88,28,22,4,8.33,116,0.12,1.42,0.08,0.17,1,FALSE
86463,9,0,1,0,0,4.11,0,9,37,18,10,12,4,3.03,28,0.33,1.21,0.07,0.4,1,FALSE
86467,9,0,1,0,0,4.22,0,9,38,18,10,12,4,3.03,28,0.33,1.21,0.07,0.4,1,FALSE
86471,9,0,1,0,0,4.33,0,9,39,17,10,11,4,3.12,27,0.32,1.19,0.07,0.38,1,FALSE
86475,24,2.23,0.3,14,29,6.54,13,8,157,199,147,86,16,20,346,0.05,2,0.11,0.1,0.33,FALSE
86481,23,1.91,0.5,11,21,6.65,11,12,153,162,138,63,12,16.67,300,0.06,1.83,0.1,0.11,0.52,FALSE
86485,9,0,1,0,0,3.89,0,9,35,16,10,11,4,2.94,26,0.34,1.18,0.07,0.4,1,FALSE
86489,19,1.86,0.61,7,13,5.21,7,12,99,63,44,35,9,8.33,107,0.12,1.67,0.09,0.2,0.63,FALSE
86495,19,1.86,0.61,7,13,5.26,7,12,100,63,44,36,9,7.69,107,0.13,1.61,0.09,0.21,0.63,FALSE
86501,13,1,0.92,1,1,4.15,1,12,54,24,17,17,5,3.57,41,0.28,1.36,0.08,0.38,0.92,FALSE
86507,13,1,0.92,1,1,4.15,1,12,54,24,17,17,5,3.57,41,0.28,1.36,0.08,0.38,0.92,FALSE
86513,13,1,0.92,1,1,7.77,1,12,101,121,60,79,5,3.85,181,0.26,1.92,0.11,0.5,0.92,FALSE
86519,14,1,0.85,2,1,5.5,1,12,77,44,26,32,7,4.76,70,0.21,1.57,0.09,0.33,0.86,FALSE
